
значение показателя за год
;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;
Техническое обслуживание и ремонт транспортных средств, машин и оборудования;;;;;;;;;;;;15;10;10;10;10;10;9;
Ремонт и строительство жилья и других построек;;;;;;;;;;;;2;2;2;2;2;2;2;
Число объектов бытового обслуживания населения, оказывающих услуги;;;;;;;;;;;;79;64;64;64;41;47;60;
Ремонт, окраска и пошив обуви;;;;;;;;;;;;12;6;6;6;2;2;3;
Ремонт и пошив швейных, меховых и кожаных изделий, головных уборов и изделий текстильной галантереи, ремонт, пошив и вязание трикотажных изделий;;;;;;;;;;;;10;8;8;8;1;1;1;
Ремонт и техническое обслуживание бытовой радиоэлектронной аппаратуры, бытовых машин и приборов, ремонт и изготовление металлоизделий;;;;;;;;;;;;7;7;7;7;2;2;2;
Изготовление и ремонт мебели;;;;;;;;;;;;2;1;1;1;2;2;1;
Химическая чистка и крашение, услуги прачечных;;;;;;;;;;;;0;2;2;2;1;2;3;
Услуги бань и душевых;;;;;;;;;;;;8;9;9;9;2;2;2;
Услуги парикмахерских;;;;;;;;;;;;16;12;12;13;12;16;24;
Услуги фотоателье;;;;;;;;;;;;2;2;2;1;2;1;1;
Ритуальные услуги;;;;;;;;;;;;3;3;3;3;3;5;5;
Прочие виды бытовых услуг;;;;;;;;;;;;2;2;2;2;2;2;7;
Число приемных пунктов бытового обслуживания  населения, принимающих заказы от населения на оказание услуг (по okpd2), единица;;;;;;;;;;;;;;;;;;;
Ремонт и строительство жилья и других построек;;;;;;;;;;;;;0;0;;;;;
Число приемных пунктов бытового обслуживания, принимающих заказы от населения на оказание услуг;;;;;;;;;;;;;0;0;;;;;
Ремонт, окраска и пошив обуви;;;;;;;;;;;;;0;0;;;;;
Ремонт и пошив швейных, меховых и кожаных изделий, головных уборов и изделий текстильной галантереи, ремонт, пошив и вязание трикотажных изделий;;;;;;;;;;;;;0;0;;;;;
Ремонт и техническое обслуживание бытовой радиоэлектронной аппаратуры, бытовых машин и приборов, ремонт и изготовление металлоизделий;;;;;;;;;;;;;0;0;;;;;
Изготовление и ремонт мебели;;;;;;;;;;;;;0;0;;;;;
Химическая чистка и крашение, услуги прачечных;;;;;;;;;;;;;0;0;;;;;
Услуги фотоателье;;;;;;;;;;;;;0;0;;;;;
Ритуальные услуги;;;;;;;;;;;;;0;0;;;;;
Прочие виды бытовых услуг;;;;;;;;;;;;;0;0;;;;;
Объем платных услуг населению (без субъектов малого предпринимательства), тысяча рублей;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;758022,4;714168,6;766980,5;778282,9;805315,8;
Единовременная вместимость бань и душевых, место;;;;;;;;;;;;;;;;;;;
;123;123;73;73;73;73;73;73;73;122;122;;;;;;;;
Установленная мощность в 8-часовую смену организаций химчистки и крашения, килограмм вещей, килограмм;;;;;;;;;;;;;;;;;;;
;;130;;;;;130;130;;;;;;;;;;;
Установленная мощность в 8-часовую смену прачечных, килограмм сухого белья, килограмм;;;;;;;;;;;;;;;;;;;
;;704;704;704;704;744;704;704;;;;;;;;;;;
Число кресел в парикмахерских, единица, единица;;;;;;;;;;;;;;;;;;;
;;47;47;49;49;54;54;54;56;36;36;;;;;;;;
химическая чистка и крашение;;;;;;;;;;;;;;;;;;;
Установленная мощность в 8-часовую смену организаций бытового обслуживания населения, килограмм;;;;;;;;;;;;;;;;;;;
;130;;;;;;;;;;;;;;;;;;
прачечные;;;;;;;;;;;;;;;;;;;
Установленная мощность в 8-часовую смену организаций бытового обслуживания населения, килограмм;;;;;;;;;;;;;;;;;;;
;1680;;;;;;;;;;;;;;;;;;
Усинск (до 1 января 2024 года);;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Число объектов бытового обслуживания населения, оказывающих услуги (по okpd2), единица;;;;;;;;;;;;;;;;;;;
Техническое обслуживание и ремонт транспортных средств, машин и оборудования;;;;;;;;;;;;27;26;26;20;20;17;9;
Ремонт и строительство жилья и других построек;;;;;;;;;;;;0;;;;;;;
Число объектов бытового обслуживания населения, оказывающих услуги;;;;;;;;;;;;110;107;172;98;97;100;97;
Ремонт, окраска и пошив обуви;;;;;;;;;;;;11;9;9;9;9;8;4;
Ремонт и пошив швейных, меховых и кожаных изделий, головных уборов и изделий текстильной галантереи, ремонт, пошив и вязание трикотажных изделий;;;;;;;;;;;;13;13;11;11;11;14;13;
Ремонт и техническое обслуживание бытовой радиоэлектронной аппаратуры, бытовых машин и приборов, ремонт и изготовление металлоизделий;;;;;;;;;;;;6;6;4;4;4;3;2;
Изготовление и ремонт мебели;;;;;;;;;;;;0;;;;;;;
Химическая чистка и крашение, услуги прачечных;;;;;;;;;;;;3;3;3;2;1;4;5;
Услуги бань и душевых;;;;;;;;;;;;1;1;1;1;1;3;4;
Услуги парикмахерских;;;;;;;;;;;;32;32;82;39;39;36;38;
Услуги фотоателье;;;;;;;;;;;;3;2;2;1;1;3;3;
Ритуальные услуги;;;;;;;;;;;;4;4;4;2;2;2;2;
Прочие виды бытовых услуг;;;;;;;;;;;;10;11;30;9;9;10;17;
Число приемных пунктов бытового обслуживания  населения, принимающих заказы от населения на оказание услуг (по okpd2), единица;;;;;;;;;;;;;;;;;;;
Ремонт и строительство жилья и других построек;;;;;;;;;;;;0;;;;;;;
Число приемных пунктов бытового обслуживания, принимающих заказы от населения на оказание услуг;;;;;;;;;;;;0;;;;;;;
Ремонт, окраска и пошив обуви;;;;;;;;;;;;0;;;;;;;
Ремонт и пошив швейных, меховых и кожаных изделий, головных уборов и изделий текстильной галантереи, ремонт, пошив и вязание трикотажных изделий;;;;;;;;;;;;0;;;;;;;
Ремонт и техническое обслуживание бытовой радиоэлектронной аппаратуры, бытовых машин и приборов, ремонт и изготовление металлоизделий;;;;;;;;;;;;0;;;;;;;
Изготовление и ремонт мебели;;;;;;;;;;;;0;;;;;;;
Химическая чистка и крашение, услуги прачечных;;;;;;;;;;;;0;;;;;;;
Услуги фотоателье;;;;;;;;;;;;0;;;;;;;
Ритуальные услуги;;;;;;;;;;;;0;;;;;;;
Прочие виды бытовых услуг;;;;;;;;;;;;0;;;;;;;
Объем платных услуг населению (без субъектов малого предпринимательства), тысяча рублей;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;1540310,6;1448739,1;1487728,2;1549145,3;1623089,4;
Единовременная вместимость бань и душевых, место;;;;;;;;;;;;;;;;;;;
;120;50;50;50;50;50;50;50;92;92;92;;;;;;;;
Установленная мощность в 8-часовую смену организаций химчистки и крашения, килограмм вещей, килограмм;;;;;;;;;;;;;;;;;;;
;;;460;460;460;460;460;368;;;;;;;;;;;
Установленная мощность в 8-часовую смену прачечных, килограмм сухого белья, килограмм;;;;;;;;;;;;;;;;;;;
;;;1060;1590;1590;1590;1590;530;;;;;;;;;;;
Число кресел в парикмахерских, единица, единица;;;;;;;;;;;;;;;;;;;
